respondent_id,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108
410,1,2,3,4,4,3,2,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,4,1,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,5,4,5,3,4,4,4,4,4,4,4,4,3,5,4,4,5,4,4,4,4,4,5,4,4,4,2,1,1,2,2,3,3,2,5,4,4,3,2,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
411,2,3,5,5,3,4,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,4,4,3,5,5,4,3,4,5,4,5,4,4,4,5,3,5,4,4,4,4,3,3,5,3,4,4,5,4,3,5,5,5,4,4,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
412,1,2,1,2,1,1,3,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,3,2,0,1,0,1,0,0,1^无,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,4,5,4,4,4,4,5,4,4,3,5,5,4,4,3,4,4,3,4,5,4,4,4,3,4,5,4,5,4,5,3,5,5,4,5,4,3,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
413,1,2,5,3,3,3,5,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,3,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,5,3,5,4,5,4,4,3,5,5,3,5,4,3,3,4,4,4,3,5,4,3,4,3,3,5,3,5,4,5,4,4,3,3,3,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,无
414,2,3,4,3,3,1,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,4,3,5,4,5,5,4,5,4,5,5,5,5,4,4,5,5,5,5,4,4,5,4,5,4,4,4,5,4,5,5,4,5,4,4,5,5,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,无
415,2,4,3,4,3,2,3,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,3,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,5,4,4,5,3,4,3,4,3,4,4,4,5,5,3,4,3,3,4,4,4,4,4,4,5,3,4,4,4,5,4,4,4,4,3,4,3,4,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
416,2,2,5,2,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,0,1,0,0,4,3,3,4,4,3,5,5,5,4,5,5,3,5,4,4,4,4,3,5,3,5,4,4,2,3,1,1,2,3,1,1,1,2,4,5,3,4,2,3,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,无
417,2,3,5,4,2,2,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,3,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,1,4,4,4,4,3,3,4,4,4,5,5,4,5,4,5,4,3,4,4,4,3,5,4,4,5,4,4,5,5,5,4,5,5,3,4,1,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
418,2,1,5,4,1,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,5,5,5,5,4,5,4,5,5,5,3,4,4,3,3,4,5,5,4,5,5,4,3,4,3,5,4,5,3,5,4,3,1,1,2,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
419,1,2,4,2,3,1,3,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,3,3,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,4,4,3,3,4,4,5,5,4,5,5,5,4,3,5,4,5,4,4,4,5,5,5,3,3,4,5,4,3,5,4,4,4,5,4,3,2,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
420,1,3,3,2,4,2,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,4,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,2,4,5,4,1,4,2,2,4,4,4,4,3,5,3,4,5,5,3,3,4,3,4,4,2,1,1,2,2,3,3,2,5,3,4,4,5,3,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,无
421,1,4,3,2,1,2,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,5,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,5,4,5,5,4,5,4,4,5,5,4,5,4,3,3,5,4,4,4,3,4,4,4,5,5,5,5,5,4,5,4,3,2,1,2,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,无
422,1,3,5,2,4,3,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,2,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,5,4,5,4,5,3,4,5,5,5,4,5,4,4,5,5,5,3,4,4,5,1,3,1,2,3,2,3,1,1,2,4,4,4,4,1,3,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
423,2,3,3,6,2,2,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,4,4,4,5,5,4,4,4,4,5,4,4,3,5,4,4,4,4,4,4,4,3,4,3,4,4,5,5,4,4,5,2,3,1,3,2,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,无
424,1,2,3,4,2,1,3,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,3,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,2,2,3,1,5,4,4,5,5,5,5,4,4,3,4,5,5,5,5,5,5,5,4,4,4,4,5,5,5,3,4,4,5,4,5,4,4,5,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,无
425,2,5,4,3,3,2,3,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,4,4,4,4,4,4,5,5,3,4,4,5,4,5,4,4,4,4,4,5,5,3,4,3,5,4,3,3,5,5,3,4,4,5,3,5,3,3,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,无
426,2,5,4,4,4,2,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,2,2,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,5,3,4,5,5,4,4,5,4,4,3,4,3,4,3,3,3,5,4,3,4,5,5,4,4,4,4,4,3,4,4,3,4,3,3,3,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
427,1,3,4,8^无,4,1,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1^无,3,2,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,2,5,4,5,2,1,2,1,2,1,1,3,1,3,3,4,4,2,3,2,2,1,1,2,2,3,1,3,3,1,2,2,3,2,3,3,4,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
428,1,1,4,2,3,2,2,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,4,5,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,2,4,2,3,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,4,5,4,4,4,4,4,4,1,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,无
429,1,5,4,2,3,3,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,3,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,4,5,5,4,3,4,3,4,3,3,5,5,5,5,3,4,4,4,3,5,4,3,5,4,4,4,4,5,4,3,4,5,4,5,4,4,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
430,1,3,2,4,3,3,4,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,2,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,5,4,4,5,5,4,4,4,5,4,3,4,4,4,4,4,5,4,4,5,4,3,3,4,5,5,4,5,4,3,3,5,4,3,3,4,1,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,无
431,2,2,5,2,5,2,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,4,4,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,3,2,1,2,1,3,1,2,3,2,4,1,3,3,5,4,5,5,5,5,5,5,4,1,2,1,2,2,2,1,3,3,1,3,3,3,1,5,3,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
432,1,2,5,4,1,2,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2,5,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,1,3,2,3,3,1,3,2,3,3,3,4,4,3,2,3,1,1,2,2,2,4,2,5,4,5,4,5,4,4,5,4,5,2,1,1,2,5,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,无
433,1,2,2,2,2,2,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,2,3,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,2,1,2,2,3,1,1,1,2,3,3,3,2,1,4,3,2,1,3,2,2,2,2,2,2,2,1,2,2,3,2,2,3,3,2,4,5,4,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
434,2,3,5,5,4,3,3,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,3,4,4,4,5,4,4,3,5,5,4,5,5,4,4,5,4,5,3,5,3,5,4,5,4,5,3,4,3,4,4,4,4,4,3,4,3,3,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,无
435,2,2,4,2,2,1,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,4,3,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,5,4,4,5,5,4,3,4,5,3,5,4,4,3,4,5,4,5,5,5,5,5,5,5,3,4,1,2,2,1,3,3,1,1,5,5,4,4,1,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,无
436,1,3,1,5,1,2,4,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,4,3,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,0,1,0,0,0,5,5,4,3,4,5,4,2,1,4,4,4,5,5,5,5,5,4,4,3,4,5,5,5,4,3,5,4,4,5,3,3,5,5,3,5,3,4,3,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,无
437,2,2,4,2,4,2,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,3,3,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,3,1,3,5,4,5,4,4,4,1,3,2,2,3,1,1,1,3,4,1,3,3,1,1,3,1,1,3,2,3,2,1,1,4,4,5,5,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,无
438,1,2,4,3,3,1,3,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,5,1,3,2,3,3,2,4,4,4,4,3,5,4,4,4,3,4,4,3,4,5,2,3,3,2,1,1,3,2,2,3,3,1,4,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
439,2,3,4,2,2,1,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1^无,3,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,5,4,4,4,3,5,5,4,4,4,3,4,1,3,1,1,3,3,2,3,4,3,5,4,4,5,3,4,4,4,4,3,4,5,5,3,1,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,无
440,1,2,3,6,2,3,2,2,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,3,5,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,1,0,0,1,0,0,5,4,5,1,4,2,3,2,2,2,5,3,4,4,2,1,1,1,3,1,1,1,2,2,4,1,2,1,4,3,1,2,1,2,4,5,5,5,3,4,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
441,1,5,2,2,3,3,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,3,3,2,1,1,2,2,2,3,4,3,1,4,2,2,1,1,3,2,1,2,3,4,4,1,1,2,2,3,1,1,3,5,4,4,4,4,3,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,无
442,2,4,1,4,2,3,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,3,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,3,5,4,5,4,4,4,4,4,3,4,4,3,4,4,4,3,5,3,3,5,4,3,5,3,3,4,3,5,3,3,4,5,4,3,4,5,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
443,1,3,1,4,3,2,4,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,3,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,2,2,2,3,1,3,4,1,1,2,1,2,3,1,3,3,3,1,3,3,1,1,3,1,1,3,2,3,2,1,1,2,2,1,3,3,5,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,无
444,1,5,3,2,4,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,2,3,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,1,2,3,1,2,3,2,1,3,2,2,3,4,1,1,2,1,2,3,2,2,1,2,3,1,1,1,2,3,2,1,1,2,2,2,1,2,3,5,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,无
445,2,2,3,2,4,1,1,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,3,3,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,0,0,1,0,0,5,5,5,3,4,5,3,3,5,5,3,3,2,3,5,4,4,5,3,3,3,4,5,4,4,4,4,5,4,5,4,4,4,3,5,5,4,5,3,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
446,1,2,4,5,4,2,3,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,3,5,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,0,0,3,4,3,5,5,4,4,4,5,3,4,3,4,5,4,4,4,4,5,5,4,3,4,4,4,4,5,5,4,3,4,4,5,5,1,2,2,2,1,2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,无
447,1,3,4,2,3,2,3,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3,5,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,3,5,4,1,1,2,2,5,4,4,5,3,4,5,4,3,4,4,4,4,5,3,3,2,1,3,4,2,1,3,1,4,3,4,4,2,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,无
448,1,4,5,2,2,2,2,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,0,1,0,0,1^无,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,3,3,5,4,5,3,4,3,4,5,3,5,4,5,4,3,4,4,5,3,5,5,4,5,3,5,5,4,5,4,4,4,3,4,4,4,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,无
449,1,1,4,5,2,4,3,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,1,4,5,4,3,4,4,4,5,5,4,5,3,4,3,3,4,4,4,4,4,4,4,5,4,5,5,3,4,4,3,3,4,5,5,4,1,2,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1^无,无
450,2,3,3,3,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,3,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,3,4,4,3,5,4,5,4,4,5,5,5,4,5,5,3,3,4,3,3,3,2,1,1,1,3,1,2,3,1,2,4,5,3,4,1,2,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,无
451,2,5,1,2,2,2,2,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,2,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,4,5,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,3,5,4,4,5,4,3,5,3,3,4,4,4,5,5,4,3,4,2,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,无
452,2,4,4,5,3,1,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,3,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,3,4,3,2,3,3,3,1,3,2,1,4,2,3,3,2,1,2,3,2,1,1,3,1,2,3,3,2,3,1,2,3,2,2,3,1,3,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
453,2,2,1,5,1,1,3,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,3,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,3,5,5,4,4,4,3,3,3,3,4,3,3,4,4,4,5,5,4,4,4,4,4,4,3,4,5,4,5,4,4,4,3,3,4,5,5,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,无
454,1,2,4,2,3,1,4,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,2,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,4,5,5,5,3,4,4,4,5,5,5,5,5,5,5,4,4,3,4,5,5,5,5,4,5,4,4,3,5,3,5,4,4,4,5,4,1,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,无
455,2,2,2,5,3,3,3,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,4,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,5,3,4,4,3,1,2,2,4,4,5,3,5,3,4,5,4,4,4,5,4,3,4,4,4,3,4,4,4,3,3,3,5,4,5,5,3,2,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,无
456,1,3,5,4,3,3,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,2,4,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,4,5,5,5,4,5,4,5,5,5,4,5,4,3,1,2,2,3,2,3,1,2,2,2,3,2,3,3,2,1,2,3,3,3,3,5,5,1,3,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,无
457,2,2,4,5,2,4,2,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,3,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,3,4,4,5,3,5,4,2,1,1,3,3,5,3,3,4,4,4,5,5,5,2,2,1,2,3,2,1,3,2,1,3,4,4,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
458,1,3,5,6,5,2,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,5,3,4,4,4,5,5,5,3,1,3,1,3,4,5,5,3,4,4,5,5,5,3,4,3,3,4,3,4,5,5,5,4,4,4,5,4,1,2,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
459,1,3,3,6,3,3,2,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,3,5,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,4,4,3,4,5,5,4,2,1,3,2,3,5,3,4,5,5,3,3,4,3,4,5,4,5,4,4,4,4,5,4,5,3,4,4,3,2,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,无
460,1,5,3,2,1,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,3,5,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,5,4,2,1,1,2,2,2,1,3,1,2,1,4,4,3,4,4,5,4,3,4,3,4,4,5,4,3,5,5,5,5,4,4,3,4,5,4,5,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,无
461,1,4,2,3,3,1,3,2,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,3,2,1,1,0,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,0,0,1,0,0,0,5,5,4,3,5,4,3,4,4,5,5,3,4,4,5,5,4,4,4,4,4,3,3,3,5,4,5,4,4,5,4,4,5,4,3,2,3,2,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,无
462,2,4,3,8^无,2,1,3,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,2,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,5,3,5,4,4,5,3,5,1,1,2,3,5,4,3,4,4,5,4,4,5,4,3,4,4,5,3,4,4,4,4,5,5,5,4,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
463,1,5,4,6,1,2,5,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,4,4,4,5,5,5,4,5,5,4,4,5,4,3,5,4,5,4,4,4,5,5,5,4,5,4,4,5,4,4,5,4,5,3,4,4,2,2,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,无
464,2,3,3,5,2,1,2,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,3,5,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,3,4,4,3,4,4,5,4,3,4,5,5,5,5,4,4,5,4,4,5,3,5,5,4,3,4,3,5,4,5,4,4,5,4,5,4,4,3,3,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,无
465,1,2,4,4,1,1,3,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1^无,2,2,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,4,4,3,4,4,4,4,4,4,5,4,5,4,4,5,4,4,4,5,4,4,3,5,3,5,4,5,4,5,4,4,5,4,3,4,3,4,2,3,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,无
466,2,4,4,6,5,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,4,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,4,3,5,4,5,4,4,5,5,5,3,3,5,3,1,3,1,1,2,2,1,2,3,5,4,3,5,4,4,5,3,5,3,4,5,4,4,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,无
467,1,3,4,4,3,1,4,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,2,1,0,1,0,1,0,0,1^无,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,1,0,0,5,4,4,5,4,3,5,5,4,5,4,5,5,5,4,3,5,4,5,4,4,3,4,4,5,4,5,3,4,4,5,5,4,3,5,5,5,5,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,无
468,1,3,3,2,1,1,1,2,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,3,0,1,1,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,1,0,0,1,0,0,1,0,1,2,1,2,3,2,3,2,2,2,3,3,1,1,3,3,1,4,3,3,2,2,2,2,3,3,3,1,2,1,3,1,4,3,2,3,3,3,4,4,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,无
469,2,2,3,2,4,2,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,3,3,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,5,5,4,4,4,4,4,5,5,5,5,5,3,3,4,4,4,5,3,4,5,5,4,4,4,4,5,3,3,4,4,5,3,4,2,2,2,1,2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,无
